passengerID,survived,pclass,fare,embarked,class,deck,embark_town,alone
passenger445,1,1,81.8583,S,First,A,Southampton,False
passenger446,1,2,19.5,S,Second,,Southampton,False
passenger447,1,1,26.55,S,First,,Southampton,True
passenger448,1,3,19.2583,C,Third,,Cherbourg,False
passenger449,1,1,30.5,S,First,C,Southampton,True
passenger450,0,2,27.75,S,Second,,Southampton,False
passenger451,0,3,19.9667,S,Third,,Southampton,False
passenger452,0,1,27.75,C,First,C,Cherbourg,True
passenger453,1,1,89.1042,C,First,C,Cherbourg,False
passenger454,0,3,8.05,S,Third,,Southampton,True
passenger455,1,3,7.8958,C,Third,,Cherbourg,True
passenger456,0,1,26.55,S,First,E,Southampton,True
passenger457,1,1,51.8625,S,First,D,Southampton,False
passenger458,1,2,10.5,S,Second,,Southampton,True
passenger459,0,3,7.75,Q,Third,,Queenstown,True
passenger460,1,1,26.55,S,First,E,Southampton,True
passenger461,0,3,8.05,S,Third,,Southampton,True
passenger462,0,1,38.5,S,First,E,Southampton,True
passenger463,0,2,13.0,S,Second,,Southampton,True
passenger464,0,3,8.05,S,Third,,Southampton,True
passenger465,0,3,7.05,S,Third,,Southampton,True
passenger466,0,2,0.0,S,Second,,Southampton,True
passenger467,0,1,26.55,S,First,,Southampton,True
passenger468,0,3,7.725,Q,Third,,Queenstown,True
passenger469,1,3,19.2583,C,Third,,Cherbourg,False
passenger470,0,3,7.25,S,Third,,Southampton,True
passenger471,0,3,8.6625,S,Third,,Southampton,True
passenger472,1,2,27.75,S,Second,,Southampton,False
passenger473,1,2,13.7917,C,Second,D,Cherbourg,True
passenger474,0,3,9.8375,S,Third,,Southampton,True
passenger475,0,1,52.0,S,First,A,Southampton,True
passenger476,0,2,21.0,S,Second,,Southampton,False
passenger477,0,3,7.0458,S,Third,,Southampton,False
passenger478,0,3,7.5208,S,Third,,Southampton,True
passenger479,1,3,12.2875,S,Third,,Southampton,False
passenger480,0,3,46.9,S,Third,,Southampton,False
passenger481,0,2,0.0,S,Second,,Southampton,True
passenger482,0,3,8.05,S,Third,,Southampton,True
passenger483,1,3,9.5875,S,Third,,Southampton,True
passenger484,1,1,91.0792,C,First,B,Cherbourg,False
passenger485,0,3,25.4667,S,Third,,Southampton,False
passenger486,1,1,90.0,S,First,C,Southampton,False
passenger487,0,1,29.7,C,First,B,Cherbourg,True
passenger488,0,3,8.05,S,Third,,Southampton,True
passenger489,1,3,15.9,S,Third,,Southampton,False
passenger490,0,3,19.9667,S,Third,,Southampton,False
passenger491,0,3,7.25,S,Third,,Southampton,True
passenger492,0,1,30.5,S,First,C,Southampton,True
passenger493,0,1,49.5042,C,First,,Cherbourg,True
passenger494,0,3,8.05,S,Third,,Southampton,True
passenger495,0,3,14.4583,C,Third,,Cherbourg,True
passenger496,1,1,78.2667,C,First,D,Cherbourg,False
passenger497,0,3,15.1,S,Third,,Southampton,True
passenger498,0,1,151.55,S,First,C,Southampton,False
passenger499,0,3,7.7958,S,Third,,Southampton,True
passenger500,0,3,8.6625,S,Third,,Southampton,True
passenger501,0,3,7.75,Q,Third,,Queenstown,True
passenger502,0,3,7.6292,Q,Third,,Queenstown,True
passenger503,0,3,9.5875,S,Third,,Southampton,True
passenger504,1,1,86.5,S,First,B,Southampton,True
passenger505,0,1,108.9,C,First,C,Cherbourg,False
passenger506,1,2,26.0,S,Second,,Southampton,False
passenger507,1,1,26.55,S,First,,Southampton,True
passenger508,0,3,22.525,S,Third,,Southampton,True
passenger509,1,3,56.4958,S,Third,,Southampton,True
passenger510,1,3,7.75,Q,Third,,Queenstown,True
passenger511,0,3,8.05,S,Third,,Southampton,True
passenger512,1,1,26.2875,S,First,E,Southampton,True
passenger513,1,1,59.4,C,First,,Cherbourg,False
passenger514,0,3,7.4958,S,Third,,Southampton,True
passenger515,0,1,34.0208,S,First,D,Southampton,True
passenger516,1,2,10.5,S,Second,F,Southampton,True
passenger517,0,3,24.15,Q,Third,,Queenstown,True
passenger518,1,2,26.0,S,Second,,Southampton,False
passenger519,0,3,7.8958,S,Third,,Southampton,True
passenger520,1,1,93.5,S,First,B,Southampton,True
passenger521,0,3,7.8958,S,Third,,Southampton,True
passenger522,0,3,7.225,C,Third,,Cherbourg,True
passenger523,1,1,57.9792,C,First,B,Cherbourg,False
passenger524,0,3,7.2292,C,Third,,Cherbourg,True
passenger525,0,3,7.75,Q,Third,,Queenstown,True
passenger526,1,2,10.5,S,Second,,Southampton,True
passenger527,0,1,221.7792,S,First,C,Southampton,True
passenger528,0,3,7.925,S,Third,,Southampton,True
passenger529,0,2,11.5,S,Second,,Southampton,False
passenger530,1,2,26.0,S,Second,,Southampton,False
passenger531,0,3,7.2292,C,Third,,Cherbourg,True
passenger532,0,3,7.2292,C,Third,,Cherbourg,False
passenger533,1,3,22.3583,C,Third,,Cherbourg,False
passenger534,0,3,8.6625,S,Third,,Southampton,True
passenger535,1,2,26.25,S,Second,,Southampton,False
passenger536,0,1,26.55,S,First,B,Southampton,True
passenger537,1,1,106.425,C,First,,Cherbourg,True
passenger538,0,3,14.5,S,Third,,Southampton,True
passenger539,1,1,49.5,C,First,B,Cherbourg,False
passenger540,1,1,71.0,S,First,B,Southampton,False
passenger541,0,3,31.275,S,Third,,Southampton,False
passenger542,0,3,31.275,S,Third,,Southampton,False
passenger543,1,2,26.0,S,Second,,Southampton,False
passenger544,0,1,106.425,C,First,C,Cherbourg,False
passenger545,0,1,26.0,S,First,,Southampton,True
passenger546,1,2,26.0,S,Second,,Southampton,False
passenger547,1,2,13.8625,C,Second,,Cherbourg,True
passenger548,0,3,20.525,S,Third,,Southampton,False
passenger549,1,2,36.75,S,Second,,Southampton,False
passenger550,1,1,110.8833,C,First,C,Cherbourg,False
passenger551,0,2,26.0,S,Second,,Southampton,True
passenger552,0,3,7.8292,Q,Third,,Queenstown,True
passenger553,1,3,7.225,C,Third,,Cherbourg,True
passenger554,1,3,7.775,S,Third,,Southampton,True
passenger555,0,1,26.55,S,First,,Southampton,True
passenger556,1,1,39.6,C,First,A,Cherbourg,False
passenger557,0,1,227.525,C,First,,Cherbourg,True
passenger558,1,1,79.65,S,First,E,Southampton,False
passenger559,1,3,17.4,S,Third,,Southampton,False
passenger560,0,3,7.75,Q,Third,,Queenstown,True
passenger561,0,3,7.8958,S,Third,,Southampton,True
passenger562,0,2,13.5,S,Second,,Southampton,True
passenger563,0,3,8.05,S,Third,,Southampton,True
passenger564,0,3,8.05,S,Third,,Southampton,True
passenger565,0,3,24.15,S,Third,,Southampton,False
passenger566,0,3,7.8958,S,Third,,Southampton,True
passenger567,0,3,21.075,S,Third,,Southampton,False
passenger568,0,3,7.2292,C,Third,,Cherbourg,True
passenger569,1,3,7.8542,S,Third,,Southampton,True
passenger570,1,2,10.5,S,Second,,Southampton,True
passenger571,1,1,51.4792,S,First,C,Southampton,False
passenger572,1,1,26.3875,S,First,E,Southampton,True
passenger573,1,3,7.75,Q,Third,,Queenstown,True
passenger574,0,3,8.05,S,Third,,Southampton,True
passenger575,0,3,14.5,S,Third,,Southampton,True
passenger576,1,2,13.0,S,Second,,Southampton,True
passenger577,1,1,55.9,S,First,E,Southampton,False
passenger578,0,3,14.4583,C,Third,,Cherbourg,False
passenger579,1,3,7.925,S,Third,,Southampton,True
passenger580,1,2,30.0,S,Second,,Southampton,False
passenger581,1,1,110.8833,C,First,C,Cherbourg,False
passenger582,0,2,26.0,S,Second,,Southampton,True
passenger583,0,1,40.125,C,First,A,Cherbourg,True
passenger584,0,3,8.7125,C,Third,,Cherbourg,True
passenger585,1,1,79.65,S,First,E,Southampton,False
passenger586,0,2,15.0,S,Second,,Southampton,True
passenger587,1,1,79.2,C,First,B,Cherbourg,False
passenger588,0,3,8.05,S,Third,,Southampton,True
passenger589,0,3,8.05,S,Third,,Southampton,True
passenger590,0,3,7.125,S,Third,,Southampton,True
passenger591,1,1,78.2667,C,First,D,Cherbourg,False
passenger592,0,3,7.25,S,Third,,Southampton,True
passenger593,0,3,7.75,Q,Third,,Queenstown,False
passenger594,0,2,26.0,S,Second,,Southampton,False
passenger595,0,3,24.15,S,Third,,Southampton,False
passenger596,1,2,33.0,S,Second,,Southampton,True
passenger597,0,3,0.0,S,Third,,Southampton,True
passenger598,0,3,7.225,C,Third,,Cherbourg,True
passenger599,1,1,56.9292,C,First,A,Cherbourg,False
passenger600,1,2,27.0,S,Second,,Southampton,False
passenger601,0,3,7.8958,S,Third,,Southampton,True
passenger602,0,1,42.4,S,First,,Southampton,True
passenger603,0,3,8.05,S,Third,,Southampton,True
passenger604,1,1,26.55,C,First,,Cherbourg,True
passenger605,0,3,15.55,S,Third,,Southampton,False
passenger606,0,3,7.8958,S,Third,,Southampton,True
passenger607,1,1,30.5,S,First,,Southampton,True
passenger608,1,2,41.5792,C,Second,,Cherbourg,False
passenger609,1,1,153.4625,S,First,C,Southampton,True
passenger610,0,3,31.275,S,Third,,Southampton,False
passenger611,0,3,7.05,S,Third,,Southampton,True
passenger612,1,3,15.5,Q,Third,,Queenstown,False
passenger613,0,3,7.75,Q,Third,,Queenstown,True
passenger614,0,3,8.05,S,Third,,Southampton,True
passenger615,1,2,65.0,S,Second,,Southampton,False
passenger616,0,3,14.4,S,Third,,Southampton,False
passenger617,0,3,16.1,S,Third,,Southampton,False
passenger618,1,2,39.0,S,Second,F,Southampton,False
passenger619,0,2,10.5,S,Second,,Southampton,True
passenger620,0,3,14.4542,C,Third,,Cherbourg,False
passenger621,1,1,52.5542,S,First,D,Southampton,False
passenger622,1,3,15.7417,C,Third,,Cherbourg,False
passenger623,0,3,7.8542,S,Third,,Southampton,True
passenger624,0,3,16.1,S,Third,,Southampton,True
passenger625,0,1,32.3208,S,First,D,Southampton,True
passenger626,0,2,12.35,Q,Second,,Queenstown,True
passenger627,1,1,77.9583,S,First,D,Southampton,True
passenger628,0,3,7.8958,S,Third,,Southampton,True
passenger629,0,3,7.7333,Q,Third,,Queenstown,True
passenger630,1,1,30.0,S,First,A,Southampton,True
passenger631,0,3,7.0542,S,Third,,Southampton,True
passenger632,1,1,30.5,C,First,B,Cherbourg,True
passenger633,0,1,0.0,S,First,,Southampton,True
passenger634,0,3,27.9,S,Third,,Southampton,False
passenger635,1,2,13.0,S,Second,,Southampton,True
passenger636,0,3,7.925,S,Third,,Southampton,True
passenger637,0,2,26.25,S,Second,,Southampton,False
passenger638,0,3,39.6875,S,Third,,Southampton,False
passenger639,0,3,16.1,S,Third,,Southampton,False
passenger640,0,3,7.8542,S,Third,,Southampton,True
passenger641,1,1,69.3,C,First,B,Cherbourg,True
passenger642,0,3,27.9,S,Third,,Southampton,False
passenger643,1,3,56.4958,S,Third,,Southampton,True
passenger644,1,3,19.2583,C,Third,,Cherbourg,False
passenger645,1,1,76.7292,C,First,D,Cherbourg,False
passenger646,0,3,7.8958,S,Third,,Southampton,True
passenger647,1,1,35.5,C,First,A,Cherbourg,True
passenger648,0,3,7.55,S,Third,,Southampton,True
passenger649,1,3,7.55,S,Third,,Southampton,True
passenger650,0,3,7.8958,S,Third,,Southampton,True
passenger651,1,2,23.0,S,Second,,Southampton,False
passenger652,0,3,8.4333,S,Third,,Southampton,True
passenger653,1,3,7.8292,Q,Third,,Queenstown,True
passenger654,0,3,6.75,Q,Third,,Queenstown,True
passenger655,0,2,73.5,S,Second,,Southampton,False
passenger656,0,3,7.8958,S,Third,,Southampton,True
passenger657,0,3,15.5,Q,Third,,Queenstown,False
passenger658,0,2,13.0,S,Second,,Southampton,True
passenger659,0,1,113.275,C,First,D,Cherbourg,False
passenger660,1,1,133.65,S,First,,Southampton,False
passenger661,0,3,7.225,C,Third,,Cherbourg,True
passenger662,0,1,25.5875,S,First,E,Southampton,True
passenger663,0,3,7.4958,S,Third,,Southampton,True
passenger664,1,3,7.925,S,Third,,Southampton,False
passenger665,0,2,73.5,S,Second,,Southampton,False
passenger666,0,2,13.0,S,Second,,Southampton,True
passenger667,0,3,7.775,S,Third,,Southampton,True
passenger668,0,3,8.05,S,Third,,Southampton,True
passenger669,1,1,52.0,S,First,C,Southampton,False
passenger670,1,2,39.0,S,Second,,Southampton,False
passenger671,0,1,52.0,S,First,B,Southampton,False
passenger672,0,2,10.5,S,Second,,Southampton,True
passenger673,1,2,13.0,S,Second,,Southampton,True
passenger674,0,2,0.0,S,Second,,Southampton,True
passenger675,0,3,7.775,S,Third,,Southampton,True
passenger676,0,3,8.05,S,Third,,Southampton,True
passenger677,1,3,9.8417,S,Third,,Southampton,True
passenger678,0,3,46.9,S,Third,,Southampton,False
passenger679,1,1,512.3292,C,First,B,Cherbourg,False
passenger680,0,3,8.1375,Q,Third,,Queenstown,True
passenger681,1,1,76.7292,C,First,D,Cherbourg,True
passenger682,0,3,9.225,S,Third,,Southampton,True
passenger683,0,3,46.9,S,Third,,Southampton,False
passenger684,0,2,39.0,S,Second,,Southampton,False
passenger685,0,2,41.5792,C,Second,,Cherbourg,False
passenger686,0,3,39.6875,S,Third,,Southampton,False
passenger687,0,3,10.1708,S,Third,,Southampton,True
passenger688,0,3,7.7958,S,Third,,Southampton,True
passenger689,1,1,211.3375,S,First,B,Southampton,False
passenger690,1,1,57.0,S,First,B,Southampton,False
passenger691,1,3,13.4167,C,Third,,Cherbourg,False
passenger692,1,3,56.4958,S,Third,,Southampton,True
passenger693,0,3,7.225,C,Third,,Cherbourg,True
passenger694,0,1,26.55,S,First,,Southampton,True
passenger695,0,2,13.5,S,Second,,Southampton,True
passenger696,0,3,8.05,S,Third,,Southampton,True
passenger697,1,3,7.7333,Q,Third,,Queenstown,True
passenger698,0,1,110.8833,C,First,C,Cherbourg,False
passenger699,0,3,7.65,S,Third,F,Southampton,True
passenger700,1,1,227.525,C,First,C,Cherbourg,False
passenger701,1,1,26.2875,S,First,E,Southampton,True
passenger702,0,3,14.4542,C,Third,,Cherbourg,False
passenger703,0,3,7.7417,Q,Third,,Queenstown,True
passenger704,0,3,7.8542,S,Third,,Southampton,False
passenger705,0,2,26.0,S,Second,,Southampton,True
passenger706,1,2,13.5,S,Second,,Southampton,True
passenger707,1,1,26.2875,S,First,E,Southampton,True
passenger708,1,1,151.55,S,First,,Southampton,True
passenger709,1,3,15.2458,C,Third,,Cherbourg,False
passenger710,1,1,49.5042,C,First,C,Cherbourg,True
passenger711,0,1,26.55,S,First,C,Southampton,True
passenger712,1,1,52.0,S,First,C,Southampton,False
passenger713,0,3,9.4833,S,Third,,Southampton,True
passenger714,0,2,13.0,S,Second,,Southampton,True
passenger715,0,3,7.65,S,Third,F,Southampton,True
passenger716,1,1,227.525,C,First,C,Cherbourg,True
passenger717,1,2,10.5,S,Second,E,Southampton,True
passenger718,0,3,15.5,Q,Third,,Queenstown,True
passenger719,0,3,7.775,S,Third,,Southampton,True
passenger720,1,2,33.0,S,Second,,Southampton,False
passenger721,0,3,7.0542,S,Third,,Southampton,False
passenger722,0,2,13.0,S,Second,,Southampton,True
passenger723,0,2,13.0,S,Second,,Southampton,True
passenger724,1,1,53.1,S,First,E,Southampton,False
passenger725,0,3,8.6625,S,Third,,Southampton,True
passenger726,1,2,21.0,S,Second,,Southampton,False
passenger727,1,3,7.7375,Q,Third,,Queenstown,True
passenger728,0,2,26.0,S,Second,,Southampton,False
passenger729,0,3,7.925,S,Third,,Southampton,False
passenger730,1,1,211.3375,S,First,B,Southampton,True
passenger731,0,3,18.7875,C,Third,,Cherbourg,True
passenger732,0,2,0.0,S,Second,,Southampton,True
passenger733,0,2,13.0,S,Second,,Southampton,True
passenger734,0,2,13.0,S,Second,,Southampton,True
passenger735,0,3,16.1,S,Third,,Southampton,True
passenger736,0,3,34.375,S,Third,,Southampton,False
passenger737,1,1,512.3292,C,First,B,Cherbourg,True
passenger738,0,3,7.8958,S,Third,,Southampton,True
passenger739,0,3,7.8958,S,Third,,Southampton,True
passenger740,1,1,30.0,S,First,D,Southampton,True
passenger741,0,1,78.85,S,First,C,Southampton,False
passenger742,1,1,262.375,C,First,B,Cherbourg,False
passenger743,0,3,16.1,S,Third,,Southampton,False
passenger744,1,3,7.925,S,Third,,Southampton,True
passenger745,0,1,71.0,S,First,B,Southampton,False
passenger746,0,3,20.25,S,Third,,Southampton,False
passenger747,1,2,13.0,S,Second,,Southampton,True
passenger748,0,1,53.1,S,First,D,Southampton,False
passenger749,0,3,7.75,Q,Third,,Queenstown,True
passenger750,1,2,23.0,S,Second,,Southampton,False
passenger751,1,3,12.475,S,Third,E,Southampton,False
passenger752,0,3,9.5,S,Third,,Southampton,True
passenger753,0,3,7.8958,S,Third,,Southampton,True
passenger754,1,2,65.0,S,Second,,Southampton,False
passenger755,1,2,14.5,S,Second,,Southampton,False
passenger756,0,3,7.7958,S,Third,,Southampton,True
passenger757,0,2,11.5,S,Second,,Southampton,True
passenger758,0,3,8.05,S,Third,,Southampton,True
passenger759,1,1,86.5,S,First,B,Southampton,True
passenger760,0,3,14.5,S,Third,,Southampton,True
passenger761,0,3,7.125,S,Third,,Southampton,True
passenger762,1,3,7.2292,C,Third,,Cherbourg,True
passenger763,1,1,120.0,S,First,B,Southampton,False
passenger764,0,3,7.775,S,Third,,Southampton,True
passenger765,1,1,77.9583,S,First,D,Southampton,False
passenger766,0,1,39.6,C,First,,Cherbourg,True
passenger767,0,3,7.75,Q,Third,,Queenstown,True
passenger768,0,3,24.15,Q,Third,,Queenstown,False
passenger769,0,3,8.3625,S,Third,,Southampton,True
passenger770,0,3,9.5,S,Third,,Southampton,True
passenger771,0,3,7.8542,S,Third,,Southampton,True
passenger772,0,2,10.5,S,Second,E,Southampton,True
passenger773,0,3,7.225,C,Third,,Cherbourg,True
passenger774,1,2,23.0,S,Second,,Southampton,False
passenger775,0,3,7.75,S,Third,,Southampton,True
passenger776,0,3,7.75,Q,Third,F,Queenstown,True
passenger777,1,3,12.475,S,Third,,Southampton,True
passenger778,0,3,7.7375,Q,Third,,Queenstown,True
passenger779,1,1,211.3375,S,First,B,Southampton,False
passenger780,1,3,7.2292,C,Third,,Cherbourg,True
passenger781,1,1,57.0,S,First,B,Southampton,False
passenger782,0,1,30.0,S,First,D,Southampton,True
passenger783,0,3,23.45,S,Third,,Southampton,False
passenger784,0,3,7.05,S,Third,,Southampton,True
passenger785,0,3,7.25,S,Third,,Southampton,True
passenger786,1,3,7.4958,S,Third,,Southampton,True
passenger787,0,3,29.125,Q,Third,,Queenstown,False
passenger788,1,3,20.575,S,Third,,Southampton,False
passenger789,0,1,79.2,C,First,B,Cherbourg,True
passenger790,0,3,7.75,Q,Third,,Queenstown,True
passenger791,0,2,26.0,S,Second,,Southampton,True
passenger792,0,3,69.55,S,Third,,Southampton,False
passenger793,0,1,30.6958,C,First,,Cherbourg,True
passenger794,0,3,7.8958,S,Third,,Southampton,True
passenger795,0,2,13.0,S,Second,,Southampton,True
passenger796,1,1,25.9292,S,First,D,Southampton,True
passenger797,1,3,8.6833,S,Third,,Southampton,True
passenger798,0,3,7.2292,C,Third,,Cherbourg,True
passenger799,0,3,24.15,S,Third,,Southampton,False
passenger800,0,2,13.0,S,Second,,Southampton,True
passenger801,1,2,26.25,S,Second,,Southampton,False
passenger802,1,1,120.0,S,First,B,Southampton,False
passenger803,1,3,8.5167,C,Third,,Cherbourg,False
passenger804,1,3,6.975,S,Third,,Southampton,True
passenger805,0,3,7.775,S,Third,,Southampton,True
passenger806,0,1,0.0,S,First,A,Southampton,True
passenger807,0,3,7.775,S,Third,,Southampton,True
passenger808,0,2,13.0,S,Second,,Southampton,True
passenger809,1,1,53.1,S,First,E,Southampton,False
passenger810,0,3,7.8875,S,Third,,Southampton,True
passenger811,0,3,24.15,S,Third,,Southampton,True
passenger812,0,2,10.5,S,Second,,Southampton,True
passenger813,0,3,31.275,S,Third,,Southampton,False
passenger814,0,3,8.05,S,Third,,Southampton,True
passenger815,0,1,0.0,S,First,B,Southampton,True
passenger816,0,3,7.925,S,Third,,Southampton,True
passenger817,0,2,37.0042,C,Second,,Cherbourg,False
passenger818,0,3,6.45,S,Third,,Southampton,True
passenger819,0,3,27.9,S,Third,,Southampton,False
passenger820,1,1,93.5,S,First,B,Southampton,False
passenger821,1,3,8.6625,S,Third,,Southampton,True
passenger822,0,1,0.0,S,First,,Southampton,True
passenger823,1,3,12.475,S,Third,E,Southampton,False
passenger824,0,3,39.6875,S,Third,,Southampton,False
passenger825,0,3,6.95,Q,Third,,Queenstown,True
passenger826,0,3,56.4958,S,Third,,Southampton,True
passenger827,1,2,37.0042,C,Second,,Cherbourg,False
passenger828,1,3,7.75,Q,Third,,Queenstown,True
passenger829,1,1,80.0,,First,B,,True
passenger830,1,3,14.4542,C,Third,,Cherbourg,False
passenger831,1,2,18.75,S,Second,,Southampton,False
passenger832,0,3,7.2292,C,Third,,Cherbourg,True
passenger833,0,3,7.8542,S,Third,,Southampton,True
passenger834,0,3,8.3,S,Third,,Southampton,True
passenger835,1,1,83.1583,C,First,E,Cherbourg,False
passenger836,0,3,8.6625,S,Third,,Southampton,True
passenger837,0,3,8.05,S,Third,,Southampton,True
passenger838,1,3,56.4958,S,Third,,Southampton,True
passenger839,1,1,29.7,C,First,C,Cherbourg,True
passenger840,0,3,7.925,S,Third,,Southampton,True
passenger841,0,2,10.5,S,Second,,Southampton,True
passenger842,1,1,31.0,C,First,,Cherbourg,True
passenger843,0,3,6.4375,C,Third,,Cherbourg,True
passenger844,0,3,8.6625,S,Third,,Southampton,True
passenger845,0,3,7.55,S,Third,,Southampton,True
passenger846,0,3,69.55,S,Third,,Southampton,False
passenger847,0,3,7.8958,C,Third,,Cherbourg,True
passenger848,0,2,33.0,S,Second,,Southampton,False
passenger849,1,1,89.1042,C,First,C,Cherbourg,False
passenger850,0,3,31.275,S,Third,,Southampton,False
passenger851,0,3,7.775,S,Third,,Southampton,True
passenger852,0,3,15.2458,C,Third,,Cherbourg,False
passenger853,1,1,39.4,S,First,D,Southampton,False
passenger854,0,2,26.0,S,Second,,Southampton,False
passenger855,1,3,9.35,S,Third,,Southampton,False
passenger856,1,1,164.8667,S,First,,Southampton,False
passenger857,1,1,26.55,S,First,E,Southampton,True
passenger858,1,3,19.2583,C,Third,,Cherbourg,False
passenger859,0,3,7.2292,C,Third,,Cherbourg,True
passenger860,0,3,14.1083,S,Third,,Southampton,False
passenger861,0,2,11.5,S,Second,,Southampton,False
passenger862,1,1,25.9292,S,First,D,Southampton,True
passenger863,0,3,69.55,S,Third,,Southampton,False
passenger864,0,2,13.0,S,Second,,Southampton,True
passenger865,1,2,13.0,S,Second,,Southampton,True
passenger866,1,2,13.8583,C,Second,,Cherbourg,False
passenger867,0,1,50.4958,S,First,A,Southampton,True
passenger868,0,3,9.5,S,Third,,Southampton,True
passenger869,1,3,11.1333,S,Third,,Southampton,False
passenger870,0,3,7.8958,S,Third,,Southampton,True
passenger871,1,1,52.5542,S,First,D,Southampton,False
passenger872,0,1,5.0,S,First,B,Southampton,True
passenger873,0,3,9.0,S,Third,,Southampton,True
passenger874,1,2,24.0,C,Second,,Cherbourg,False
passenger875,1,3,7.225,C,Third,,Cherbourg,True
passenger876,0,3,9.8458,S,Third,,Southampton,True
passenger877,0,3,7.8958,S,Third,,Southampton,True
passenger878,0,3,7.8958,S,Third,,Southampton,True
passenger879,1,1,83.1583,C,First,C,Cherbourg,False
passenger880,1,2,26.0,S,Second,,Southampton,False
passenger881,0,3,7.8958,S,Third,,Southampton,True
passenger882,0,3,10.5167,S,Third,,Southampton,True
passenger883,0,2,10.5,S,Second,,Southampton,True
passenger884,0,3,7.05,S,Third,,Southampton,True
passenger885,0,3,29.125,Q,Third,,Queenstown,False
passenger886,0,2,13.0,S,Second,,Southampton,True
passenger887,1,1,30.0,S,First,B,Southampton,True
passenger888,0,3,23.45,S,Third,,Southampton,False
passenger889,1,1,30.0,C,First,C,Cherbourg,True
passenger890,0,3,7.75,Q,Third,,Queenstown,True
